year,geo_name,geo,cip_name,cip,degree_name,degree,grads_total
2013,"New York, NY","16000US3651000","Chemistry Teacher Education","131323","Bachelor's Degree","5",3
2014,"New York, NY","16000US3651000","Chemistry Teacher Education","131323","Bachelor's Degree","5",5
2015,"New York, NY","16000US3651000","Drama & Dance Teacher Education","131324","Bachelor's Degree","5",1
2013,"New York, NY","16000US3651000","Drama & Dance Teacher Education","131324","Bachelor's Degree","5",1
2014,"New York, NY","16000US3651000","Drama & Dance Teacher Education","131324","Bachelor's Degree","5",4
2015,"New York, NY","16000US3651000","French Language Teacher Education","131325","Bachelor's Degree","5",1
2014,"New York, NY","16000US3651000","French Language Teacher Education","131325","Bachelor's Degree","5",2
2013,"New York, NY","16000US3651000","German Language Teacher Education","131326","Bachelor's Degree","5",1
2015,"New York, NY","16000US3651000","History Teacher Education","131328","Bachelor's Degree","5",13
2013,"New York, NY","16000US3651000","History Teacher Education","131328","Bachelor's Degree","5",10
2014,"New York, NY","16000US3651000","History Teacher Education","131328","Bachelor's Degree","5",12
2015,"New York, NY","16000US3651000","Physics Teacher Education","131329","Bachelor's Degree","5",2
2013,"New York, NY","16000US3651000","Physics Teacher Education","131329","Bachelor's Degree","5",1
2014,"New York, NY","16000US3651000","Physics Teacher Education","131329","Bachelor's Degree","5",2
2015,"New York, NY","16000US3651000","Spanish Language Teacher Education","131330","Bachelor's Degree","5",20
2013,"New York, NY","16000US3651000","Spanish Language Teacher Education","131330","Bachelor's Degree","5",31
2014,"New York, NY","16000US3651000","Spanish Language Teacher Education","131330","Bachelor's Degree","5",34
2015,"New York, NY","16000US3651000","Earth Science Teacher Education","131337","Bachelor's Degree","5",2
2013,"New York, NY","16000US3651000","Earth Science Teacher Education","131337","Bachelor's Degree","5",6
2014,"New York, NY","16000US3651000","Earth Science Teacher Education","131337","Bachelor's Degree","5",4
2015,"New York, NY","16000US3651000","Teaching English as a Second or Foreign Language Instructor","131401","Bachelor's Degree","5",23
2013,"New York, NY","16000US3651000","Teaching English as a Second or Foreign Language Instructor","131401","Bachelor's Degree","5",27
2014,"New York, NY","16000US3651000","Teaching English as a Second or Foreign Language Instructor","131401","Bachelor's Degree","5",22
2015,"New York, NY","16000US3651000","General Engineering","140101","Bachelor's Degree","5",35
2013,"New York, NY","16000US3651000","General Engineering","140101","Bachelor's Degree","5",26
2014,"New York, NY","16000US3651000","General Engineering","140101","Bachelor's Degree","5",29
2015,"New York, NY","16000US3651000","Pre-Engineering","140102","Bachelor's Degree","5",4
2013,"New York, NY","16000US3651000","Pre-Engineering","140102","Bachelor's Degree","5",4
2015,"New York, NY","16000US3651000","Bioengineering & Biomedical Engineering","140501","Bachelor's Degree","5",66
2013,"New York, NY","16000US3651000","Bioengineering & Biomedical Engineering","140501","Bachelor's Degree","5",74
2014,"New York, NY","16000US3651000","Bioengineering & Biomedical Engineering","140501","Bachelor's Degree","5",64
