year,geo_name,geo,cip_name,cip,degree_name,degree,grads_total
2014,"New York, NY","16000US3651000","Molecular Pharmacology","261002","Research Doctorate","17",1
2014,"New York, NY","16000US3651000","Biometrics","261101","Research Doctorate","17",3
2015,"New York, NY","16000US3651000","Biostatistics","261102","Research Doctorate","17",5
2013,"New York, NY","16000US3651000","Biostatistics","261102","Research Doctorate","17",3
2014,"New York, NY","16000US3651000","Biostatistics","261102","Research Doctorate","17",4
2015,"New York, NY","16000US3651000","Bioinformatics","261103","Research Doctorate","17",6
2013,"New York, NY","16000US3651000","Bioinformatics","261103","Research Doctorate","17",3
2014,"New York, NY","16000US3651000","Bioinformatics","261103","Research Doctorate","17",3
2015,"New York, NY","16000US3651000","Ecology","261301","Research Doctorate","17",5
2013,"New York, NY","16000US3651000","Ecology","261301","Research Doctorate","17",5
2014,"New York, NY","16000US3651000","Ecology","261301","Research Doctorate","17",2
2015,"New York, NY","16000US3651000","Epidemiology","261309","Research Doctorate","17",10
2013,"New York, NY","16000US3651000","Epidemiology","261309","Research Doctorate","17",7
2014,"New York, NY","16000US3651000","Epidemiology","261309","Research Doctorate","17",3
2015,"New York, NY","16000US3651000","Neuroscience","261501","Research Doctorate","17",35
2013,"New York, NY","16000US3651000","Neuroscience","261501","Research Doctorate","17",49
2014,"New York, NY","16000US3651000","Neuroscience","261501","Research Doctorate","17",34
2015,"New York, NY","16000US3651000","Other Biological & Biomedical Sciences","269999","Research Doctorate","17",6
2013,"New York, NY","16000US3651000","Other Biological & Biomedical Sciences","269999","Research Doctorate","17",9
2014,"New York, NY","16000US3651000","Other Biological & Biomedical Sciences","269999","Research Doctorate","17",8
2015,"New York, NY","16000US3651000","General Mathematics","270101","Research Doctorate","17",38
2013,"New York, NY","16000US3651000","General Mathematics","270101","Research Doctorate","17",34
2014,"New York, NY","16000US3651000","General Mathematics","270101","Research Doctorate","17",51
2015,"New York, NY","16000US3651000","General Applied Mathematics","270301","Research Doctorate","17",5
2013,"New York, NY","16000US3651000","General Applied Mathematics","270301","Research Doctorate","17",4
2014,"New York, NY","16000US3651000","General Applied Mathematics","270301","Research Doctorate","17",4
2015,"New York, NY","16000US3651000","General Statistics","270501","Research Doctorate","17",5
2013,"New York, NY","16000US3651000","General Statistics","270501","Research Doctorate","17",9
2014,"New York, NY","16000US3651000","General Statistics","270501","Research Doctorate","17",8
2014,"New York, NY","16000US3651000","Other Mathematics & Statistics","279999","Research Doctorate","17",3
2015,"New York, NY","16000US3651000","Biopsychology","301001","Research Doctorate","17",5
2013,"New York, NY","16000US3651000","Biopsychology","301001","Research Doctorate","17",3
2014,"New York, NY","16000US3651000","Biopsychology","301001","Research Doctorate","17",4
2015,"New York, NY","16000US3651000","Behavioral Sciences","301701","Research Doctorate","17",3
2013,"New York, NY","16000US3651000","Behavioral Sciences","301701","Research Doctorate","17",6
2014,"New York, NY","16000US3651000","Behavioral Sciences","301701","Research Doctorate","17",2
2015,"New York, NY","16000US3651000","Nutrition Sciences","301901","Research Doctorate","17",6
2013,"New York, NY","16000US3651000","Nutrition Sciences","301901","Research Doctorate","17",2
2014,"New York, NY","16000US3651000","Nutrition Sciences","301901","Research Doctorate","17",3
2015,"New York, NY","16000US3651000","Sustainability Studies","303301","Research Doctorate","17",9
2014,"New York, NY","16000US3651000","Sustainability Studies","303301","Research Doctorate","17",1
2015,"New York, NY","16000US3651000","Other Multidisciplinary Studies","309999","Research Doctorate","17",5
2013,"New York, NY","16000US3651000","Other Multidisciplinary Studies","309999","Research Doctorate","17",6
